anio,Pais,edad,promedio
2006,Russian Federation,15-24 years,25.79
2006,Russian Federation,25-34 years,39.85
2006,Russian Federation,35-54 years,37.8
2006,Russian Federation,55-74 years,32.53
2006,Russian Federation,75+ years,40.75
2006,Saint Lucia,05-14 years,0
2006,Saint Lucia,15-24 years,0
2006,Saint Lucia,25-34 years,0
2006,Saint Lucia,35-54 years,2.52
2006,Saint Lucia,55-74 years,6
2006,Saint Lucia,75+ years,0
2006,Saint Vincent and Grenadines,05-14 years,0
2006,Saint Vincent and Grenadines,15-24 years,4.81
2006,Saint Vincent and Grenadines,25-34 years,5.75
2006,Saint Vincent and Grenadines,35-54 years,11.36
2006,Saint Vincent and Grenadines,55-74 years,0
2006,Saint Vincent and Grenadines,75+ years,31.99
2006,Serbia,05-14 years,0.26
2006,Serbia,15-24 years,6.86
2006,Serbia,25-34 years,11.6
2006,Serbia,35-54 years,19.71
2006,Serbia,55-74 years,31.14
2006,Serbia,75+ years,65.42
2006,Seychelles,05-14 years,0
2006,Seychelles,15-24 years,6.46
2006,Seychelles,25-34 years,0
2006,Seychelles,35-54 years,15.94
2006,Seychelles,55-74 years,12.61
2006,Seychelles,75+ years,71.53
2006,Singapore,05-14 years,0.4
2006,Singapore,15-24 years,3.81
2006,Singapore,25-34 years,8.75
2006,Singapore,35-54 years,14.05
2006,Singapore,55-74 years,18.23
2006,Singapore,75+ years,28.87
2006,Slovakia,05-14 years,0
2006,Slovakia,15-24 years,0
2006,Slovakia,25-34 years,0
2006,Slovakia,35-54 years,0
2006,Slovakia,55-74 years,0
2006,Slovakia,75+ years,0
2006,Slovenia,05-14 years,0
2006,Slovenia,15-24 years,10.8
2006,Slovenia,25-34 years,17.49
2006,Slovenia,35-54 years,31.23
2006,Slovenia,55-74 years,44.99
2006,Slovenia,75+ years,51.4
2006,South Africa,05-14 years,0.16
2006,South Africa,15-24 years,1.25
2006,South Africa,25-34 years,2.05
2006,South Africa,35-54 years,1.3
2006,South Africa,55-74 years,1.14
2006,South Africa,75+ years,2.34
2006,Spain,05-14 years,0.12
2006,Spain,15-24 years,3.74
2006,Spain,25-34 years,6.02
2006,Spain,35-54 years,8.24
2006,Spain,55-74 years,10.55
2006,Spain,75+ years,17.77
2006,Sri Lanka,05-14 years,0.8
2006,Sri Lanka,15-24 years,22.26
2006,Sri Lanka,25-34 years,24.46
2006,Sri Lanka,35-54 years,28.49
2006,Sri Lanka,55-74 years,30.01
2006,Sri Lanka,75+ years,52.25
2006,Suriname,05-14 years,0.98
2006,Suriname,15-24 years,33.44
2006,Suriname,25-34 years,28.21
2006,Suriname,35-54 years,34.25
2006,Suriname,55-74 years,29.97
2006,Suriname,75+ years,19.15
2006,Sweden,05-14 years,0.38
2006,Sweden,15-24 years,10.84
2006,Sweden,25-34 years,10.42
2006,Sweden,35-54 years,17.46
2006,Sweden,55-74 years,18.09
2006,Sweden,75+ years,20.39
2006,Switzerland,05-14 years,0.61
2006,Switzerland,15-24 years,9.79
2006,Switzerland,25-34 years,13.08
2006,Switzerland,35-54 years,17.58
2006,Switzerland,55-74 years,26.87
2006,Switzerland,75+ years,46.56
2006,Thailand,05-14 years,0.28
2006,Thailand,15-24 years,4.58
2006,Thailand,25-34 years,8.31
2006,Thailand,35-54 years,7.29
2006,Thailand,55-74 years,6.93
2006,Thailand,75+ years,6.14
2006,Trinidad and Tobago,05-14 years,1.08
2006,Trinidad and Tobago,15-24 years,11.68
2006,Trinidad and Tobago,25-34 years,14
2006,Trinidad and Tobago,35-54 years,15.27
2006,Trinidad and Tobago,55-74 years,13.54
2006,Trinidad and Tobago,75+ years,8.33
2006,Turkmenistan,05-14 years,1.57
2006,Turkmenistan,15-24 years,16.09
2006,Turkmenistan,25-34 years,16.54
2006,Turkmenistan,35-54 years,14.59
2006,Turkmenistan,55-74 years,10.52
2006,Turkmenistan,75+ years,9.19
2006,Ukraine,05-14 years,0.91
2006,Ukraine,15-24 years,12.78
2006,Ukraine,25-34 years,23.95
2006,Ukraine,35-54 years,29.45
2006,Ukraine,55-74 years,27.15
2006,Ukraine,75+ years,30.24
2006,United Arab Emirates,05-14 years,0
2006,United Arab Emirates,15-24 years,0.88
2006,United Arab Emirates,25-34 years,2.44
2006,United Arab Emirates,35-54 years,2.3
2006,United Arab Emirates,55-74 years,2.59
2006,United Arab Emirates,75+ years,0
2006,United Kingdom,05-14 years,0.1
2006,United Kingdom,15-24 years,4.76
2006,United Kingdom,25-34 years,8.86
2006,United Kingdom,35-54 years,10.84
2006,United Kingdom,55-74 years,7.34
2006,United Kingdom,75+ years,6.12
2006,United States,05-14 years,0.54
2006,United States,15-24 years,9.87
2006,United States,25-34 years,12.33
2006,United States,35-54 years,16.12
2006,United States,55-74 years,13.8
2006,United States,75+ years,15.89
2006,Uruguay,05-14 years,0.38
2006,Uruguay,15-24 years,12.45
2006,Uruguay,25-34 years,16.08
2006,Uruguay,35-54 years,18.57
2006,Uruguay,55-74 years,29.91
2006,Uruguay,75+ years,34.38
2007,Albania,05-14 years,0.76
2007,Albania,15-24 years,4.57
2007,Albania,25-34 years,4.77
2007,Albania,35-54 years,5.58
2007,Albania,55-74 years,5.17
2007,Albania,75+ years,11.03
2007,Antigua and Barbuda,05-14 years,0
2007,Antigua and Barbuda,15-24 years,0
2007,Antigua and Barbuda,25-34 years,0
2007,Antigua and Barbuda,35-54 years,3.79
2007,Antigua and Barbuda,55-74 years,0
2007,Antigua and Barbuda,75+ years,0
2007,Argentina,05-14 years,1.14
2007,Argentina,15-24 years,10.83
2007,Argentina,25-34 years,9.86
2007,Argentina,35-54 years,8.03
2007,Argentina,55-74 years,9.72
2007,Argentina,75+ years,14.25
2007,Armenia,05-14 years,0.25
2007,Armenia,15-24 years,1.78
2007,Armenia,25-34 years,0.97
2007,Armenia,35-54 years,3.35
2007,Armenia,55-74 years,4.93
2007,Armenia,75+ years,6.23
2007,Aruba,05-14 years,0
2007,Aruba,15-24 years,7.7
2007,Aruba,25-34 years,15.65
2007,Aruba,35-54 years,8.73
2007,Aruba,55-74 years,12.05
2007,Aruba,75+ years,0
2007,Australia,05-14 years,0.44
2007,Australia,15-24 years,10.15
2007,Australia,25-34 years,14.7
2007,Australia,35-54 years,15.09
2007,Australia,55-74 years,11.16
2007,Australia,75+ years,11.99
2007,Austria,05-14 years,0.23
2007,Austria,15-24 years,10.61
2007,Austria,25-34 years,11.45
2007,Austria,35-54 years,16.31
2007,Austria,55-74 years,22.66
2007,Austria,75+ years,38.21
2007,Azerbaijan,05-14 years,0.3
2007,Azerbaijan,15-24 years,0.45
2007,Azerbaijan,25-34 years,0.75
2007,Azerbaijan,35-54 years,0.83
2007,Azerbaijan,55-74 years,1.07
2007,Azerbaijan,75+ years,2.07
2007,Bahamas,05-14 years,0
2007,Bahamas,15-24 years,1.66
2007,Bahamas,25-34 years,1.84
2007,Bahamas,35-54 years,3.17
2007,Bahamas,55-74 years,0
2007,Bahamas,75+ years,0
2007,Bahrain,05-14 years,0
2007,Bahrain,15-24 years,3.6
2007,Bahrain,25-34 years,6.43
2007,Bahrain,35-54 years,4.65
2007,Bahrain,55-74 years,3.58
2007,Bahrain,75+ years,0
2007,Barbados,05-14 years,0
2007,Barbados,15-24 years,0
2007,Barbados,25-34 years,0
2007,Barbados,35-54 years,0
2007,Barbados,55-74 years,0
2007,Barbados,75+ years,0
2007,Belarus,05-14 years,1.23
2007,Belarus,15-24 years,18.99
2007,Belarus,25-34 years,32.13
2007,Belarus,35-54 years,36.43
2007,Belarus,55-74 years,35.85
2007,Belarus,75+ years,32.98
2007,Belgium,05-14 years,0.58
2007,Belgium,15-24 years,8.78
2007,Belgium,25-34 years,15.61
2007,Belgium,35-54 years,26.06
2007,Belgium,55-74 years,21.89
2007,Belgium,75+ years,26.69
2007,Belize,05-14 years,1.34
2007,Belize,15-24 years,4.98
2007,Belize,25-34 years,0
2007,Belize,35-54 years,5.2
2007,Belize,55-74 years,0
2007,Belize,75+ years,26.12
2007,Brazil,05-14 years,0.34
2007,Brazil,15-24 years,4.63
2007,Brazil,25-34 years,6.2
2007,Brazil,35-54 years,6.78
2007,Brazil,55-74 years,7.18
2007,Brazil,75+ years,8.41
2007,Bulgaria,05-14 years,0.73
2007,Bulgaria,15-24 years,4.74
2007,Bulgaria,25-34 years,6.13
2007,Bulgaria,35-54 years,11.16
2007,Bulgaria,55-74 years,17.92
2007,Bulgaria,75+ years,39.47
2007,Canada,05-14 years,0.85
2007,Canada,15-24 years,10.5
2007,Canada,25-34 years,11.59
2007,Canada,35-54 years,16.09
2007,Canada,55-74 years,11.77
2007,Canada,75+ years,11.15
2007,Chile,05-14 years,1.05
2007,Chile,15-24 years,14.01
2007,Chile,25-34 years,15.49
2007,Chile,35-54 years,14.6
2007,Chile,55-74 years,14.15
2007,Chile,75+ years,12.3
2007,Colombia,05-14 years,0.93
2007,Colombia,15-24 years,8.35
2007,Colombia,25-34 years,7.16
2007,Colombia,35-54 years,5.01
2007,Colombia,55-74 years,5.99
2007,Colombia,75+ years,7.68
2007,Costa Rica,05-14 years,0.25
2007,Costa Rica,15-24 years,8.1
2007,Costa Rica,25-34 years,9.41
2007,Costa Rica,35-54 years,8.89
2007,Costa Rica,55-74 years,6.98
2007,Costa Rica,75+ years,3.46
2007,Croatia,05-14 years,0.83
2007,Croatia,15-24 years,7.94
2007,Croatia,25-34 years,10.23
2007,Croatia,35-54 years,18.98
2007,Croatia,55-74 years,29.67
2007,Croatia,75+ years,42.45
2007,Cuba,05-14 years,0.14
2007,Cuba,15-24 years,3.98
2007,Cuba,25-34 years,8.09
2007,Cuba,35-54 years,12.64
2007,Cuba,55-74 years,22.75
2007,Cuba,75+ years,42.58
2007,Cyprus,05-14 years,0
2007,Cyprus,15-24 years,2.43
2007,Cyprus,25-34 years,5.21
2007,Cyprus,35-54 years,1.89
2007,Cyprus,55-74 years,2.88
2007,Cyprus,75+ years,4.73
2007,Czech Republic,05-14 years,0.21
2007,Czech Republic,15-24 years,8.55
2007,Czech Republic,25-34 years,11.35
2007,Czech Republic,35-54 years,18.1
2007,Czech Republic,55-74 years,17.41
2007,Czech Republic,75+ years,23.66
2007,Denmark,05-14 years,0.29
2007,Denmark,15-24 years,3.36
2007,Denmark,25-34 years,10.25
2007,Denmark,35-54 years,13.89
2007,Denmark,55-74 years,15.03
2007,Denmark,75+ years,24.07
2007,Ecuador,05-14 years,2.27
2007,Ecuador,15-24 years,13.55
2007,Ecuador,25-34 years,9.37
2007,Ecuador,35-54 years,7.33
2007,Ecuador,55-74 years,8.54
2007,Ecuador,75+ years,6.14
2007,El Salvador,05-14 years,0.98
2007,El Salvador,15-24 years,12.98
2007,El Salvador,25-34 years,15.4
2007,El Salvador,35-54 years,10.18
2007,El Salvador,55-74 years,9.67
2007,El Salvador,75+ years,10.11
2007,Estonia,05-14 years,0
2007,Estonia,15-24 years,12.29
2007,Estonia,25-34 years,21.81
2007,Estonia,35-54 years,20.66
2007,Estonia,55-74 years,26.12
2007,Estonia,75+ years,34.56
2007,Fiji,05-14 years,0
2007,Fiji,15-24 years,2.57
2007,Fiji,25-34 years,3.03
2007,Fiji,35-54 years,0.98
2007,Fiji,55-74 years,3.65
2007,Fiji,75+ years,0
2007,Finland,05-14 years,0.49
2007,Finland,15-24 years,18.23
2007,Finland,25-34 years,19.15
2007,Finland,35-54 years,26.27
2007,Finland,55-74 years,23.79
2007,Finland,75+ years,18.38
2007,France,05-14 years,0.29
2007,France,15-24 years,6.47
2007,France,25-34 years,13.26
2007,France,35-54 years,24.19
2007,France,55-74 years,21.17
2007,France,75+ years,33.51
2007,Georgia,05-14 years,0
2007,Georgia,15-24 years,1.1
2007,Georgia,25-34 years,2.35
2007,Georgia,35-54 years,2.94
2007,Georgia,55-74 years,3.82
2007,Georgia,75+ years,6.14
2007,Germany,05-14 years,0.3
2007,Germany,15-24 years,5.84
2007,Germany,25-34 years,8.24
2007,Germany,35-54 years,12.73
2007,Germany,55-74 years,15.88
2007,Germany,75+ years,25.11
2007,Greece,05-14 years,0.09
2007,Greece,15-24 years,1.89
2007,Greece,25-34 years,3.48
2007,Greece,35-54 years,3.73
2007,Greece,55-74 years,3.54
2007,Greece,75+ years,3.9
2007,Grenada,05-14 years,0
2007,Grenada,15-24 years,0
2007,Grenada,25-34 years,12.59
2007,Grenada,35-54 years,0
2007,Grenada,55-74 years,10.61
2007,Grenada,75+ years,0
2007,Guatemala,05-14 years,0.27
2007,Guatemala,15-24 years,4.15
2007,Guatemala,25-34 years,3.83
2007,Guatemala,35-54 years,4.09
2007,Guatemala,55-74 years,3.21
2007,Guatemala,75+ years,3.63
2007,Guyana,05-14 years,2.21
2007,Guyana,15-24 years,31.89
2007,Guyana,25-34 years,33.85
2007,Guyana,35-54 years,47.1
2007,Guyana,55-74 years,24.36
2007,Guyana,75+ years,44.98
2007,Hungary,05-14 years,0.19
2007,Hungary,15-24 years,6.96
2007,Hungary,25-34 years,13.81
2007,Hungary,35-54 years,35.54
2007,Hungary,55-74 years,35.42
2007,Hungary,75+ years,54.17
2007,Iceland,05-14 years,0
2007,Iceland,15-24 years,17.66
2007,Iceland,25-34 years,17.19
2007,Iceland,35-54 years,14.89
2007,Iceland,55-74 years,8.14
2007,Iceland,75+ years,22.7
2007,Ireland,05-14 years,1.4
2007,Ireland,15-24 years,14.36
2007,Ireland,25-34 years,14.42
2007,Ireland,35-54 years,14.02
2007,Ireland,55-74 years,10.87
2007,Ireland,75+ years,5.29
2007,Israel,05-14 years,0.23
2007,Israel,15-24 years,4.77
2007,Israel,25-34 years,5.66
2007,Israel,35-54 years,6.73
2007,Israel,55-74 years,6.44
2007,Israel,75+ years,10.93
2007,Italy,05-14 years,0.16
2007,Italy,15-24 years,3.4
2007,Italy,25-34 years,5.38
2007,Italy,35-54 years,6.62
2007,Italy,55-74 years,8.68
2007,Italy,75+ years,13.53
2007,Japan,05-14 years,0.4
2007,Japan,15-24 years,13.97
2007,Japan,25-34 years,22.02
2007,Japan,35-54 years,30.11
2007,Japan,55-74 years,33.74
2007,Japan,75+ years,30.78
2007,Kazakhstan,05-14 years,5.06
2007,Kazakhstan,15-24 years,27.98
2007,Kazakhstan,25-34 years,43.62
2007,Kazakhstan,35-54 years,36.39
2007,Kazakhstan,55-74 years,27.39
2007,Kazakhstan,75+ years,31.87
2007,Kuwait,05-14 years,0
2007,Kuwait,15-24 years,1.23
2007,Kuwait,25-34 years,2.97
2007,Kuwait,35-54 years,1.44
2007,Kuwait,55-74 years,1.26
2007,Kuwait,75+ years,0
2007,Kyrgyzstan,05-14 years,2.87
2007,Kyrgyzstan,15-24 years,11.79
2007,Kyrgyzstan,25-34 years,12.84
2007,Kyrgyzstan,35-54 years,13.69
2007,Kyrgyzstan,55-74 years,10.7
2007,Kyrgyzstan,75+ years,10.04
2007,Latvia,05-14 years,1.47
2007,Latvia,15-24 years,11.14
2007,Latvia,25-34 years,21.62
2007,Latvia,35-54 years,27.42
2007,Latvia,55-74 years,23.63
2007,Latvia,75+ years,41.82
2007,Lithuania,05-14 years,2.19
2007,Lithuania,15-24 years,23.14
2007,Lithuania,25-34 years,38.6
2007,Lithuania,35-54 years,41.36
2007,Lithuania,55-74 years,40.61
2007,Lithuania,75+ years,39.27
2007,Luxembourg,05-14 years,0
2007,Luxembourg,15-24 years,7.06
2007,Luxembourg,25-34 years,16.21
2007,Luxembourg,35-54 years,22.58
2007,Luxembourg,55-74 years,27.9
2007,Luxembourg,75+ years,15.93
2007,Maldives,05-14 years,0
2007,Maldives,15-24 years,2.29
2007,Maldives,25-34 years,4.99
2007,Maldives,35-54 years,0
2007,Maldives,55-74 years,0
2007,Maldives,75+ years,0
2007,Malta,05-14 years,0
2007,Malta,15-24 years,3.5
2007,Malta,25-34 years,8.53
2007,Malta,35-54 years,10.8
2007,Malta,55-74 years,5.61
2007,Malta,75+ years,8.28
2007,Mauritius,05-14 years,0.51
2007,Mauritius,15-24 years,14.12
2007,Mauritius,25-34 years,18.03
2007,Mauritius,35-54 years,13.1
2007,Mauritius,55-74 years,7.15
2007,Mauritius,75+ years,12.77
2007,Mexico,05-14 years,0.58
2007,Mexico,15-24 years,5.58
2007,Mexico,25-34 years,5.84
2007,Mexico,35-54 years,5.1
2007,Mexico,55-74 years,4.8
2007,Mexico,75+ years,5.86
2007,Montenegro,05-14 years,1.19
2007,Montenegro,15-24 years,5.14
2007,Montenegro,25-34 years,16.39
2007,Montenegro,35-54 years,21.57
2007,Montenegro,55-74 years,35.89
2007,Montenegro,75+ years,77.08
2007,Netherlands,05-14 years,0.45
2007,Netherlands,15-24 years,4.76
2007,Netherlands,25-34 years,7.96
2007,Netherlands,35-54 years,12.03
2007,Netherlands,55-74 years,11.12
2007,Netherlands,75+ years,10.75
2007,New Zealand,05-14 years,0.34
2007,New Zealand,15-24 years,15.18
2007,New Zealand,25-34 years,17.29
2007,New Zealand,35-54 years,16.86
2007,New Zealand,55-74 years,9.64
2007,New Zealand,75+ years,12.44
2007,Norway,05-14 years,0.33
2007,Norway,15-24 years,9.94
2007,Norway,25-34 years,13.12
2007,Norway,35-54 years,14.11
2007,Norway,55-74 years,12.27
2007,Norway,75+ years,12.36
2007,Panama,05-14 years,0.3
2007,Panama,15-24 years,5.86
2007,Panama,25-34 years,5.88
2007,Panama,35-54 years,8.63
2007,Panama,55-74 years,6.62
2007,Panama,75+ years,7.99
2007,Paraguay,05-14 years,1.01
2007,Paraguay,15-24 years,6.18
2007,Paraguay,25-34 years,6.06
2007,Paraguay,35-54 years,3.95
2007,Paraguay,55-74 years,5.27
2007,Paraguay,75+ years,7.82
2007,Philippines,05-14 years,0.16
2007,Philippines,15-24 years,3.37
2007,Philippines,25-34 years,2.9
2007,Philippines,35-54 years,2.64
2007,Philippines,55-74 years,2.57
2007,Philippines,75+ years,2.41
2007,Poland,05-14 years,0.75
2007,Poland,15-24 years,10.9
2007,Poland,25-34 years,11.93
2007,Poland,35-54 years,20.27
2007,Poland,55-74 years,19.4
2007,Poland,75+ years,14.16
2007,Portugal,05-14 years,0.18
2007,Portugal,15-24 years,3.02
2007,Portugal,25-34 years,5.61
2007,Portugal,35-54 years,9.41
2007,Portugal,55-74 years,15.45
2007,Portugal,75+ years,31.16
2007,Puerto Rico,05-14 years,0.54
2007,Puerto Rico,15-24 years,3.77
2007,Puerto Rico,25-34 years,10.82
2007,Puerto Rico,35-54 years,11.53
2007,Puerto Rico,55-74 years,9.52
2007,Puerto Rico,75+ years,7.63
2007,Qatar,05-14 years,0.83
2007,Qatar,15-24 years,3.18
2007,Qatar,25-34 years,4.46
2007,Qatar,35-54 years,3.88
2007,Qatar,55-74 years,6.15
2007,Qatar,75+ years,0
2007,Republic of Korea,05-14 years,0.81
2007,Republic of Korea,15-24 years,13.18
2007,Republic of Korea,25-34 years,23.38
2007,Republic of Korea,35-54 years,25.64
2007,Republic of Korea,55-74 years,47.03
2007,Republic of Korea,75+ years,103.4
2007,Romania,05-14 years,0.9
2007,Romania,15-24 years,5.03
2007,Romania,25-34 years,8.54
2007,Romania,35-54 years,16.65
2007,Romania,55-74 years,17.34
2007,Romania,75+ years,16.05
2007,Russian Federation,05-14 years,1.93
2007,Russian Federation,15-24 years,26.56
2007,Russian Federation,25-34 years,39.17
2007,Russian Federation,35-54 years,35.82
2007,Russian Federation,55-74 years,30.54
2007,Russian Federation,75+ years,39.06
2007,Saint Vincent and Grenadines,05-14 years,0
2007,Saint Vincent and Grenadines,15-24 years,14.53
2007,Saint Vincent and Grenadines,25-34 years,22.87
2007,Saint Vincent and Grenadines,35-54 years,14.92
2007,Saint Vincent and Grenadines,55-74 years,0
2007,Saint Vincent and Grenadines,75+ years,0
2007,Serbia,05-14 years,0
2007,Serbia,15-24 years,7.6
2007,Serbia,25-34 years,10.76
2007,Serbia,35-54 years,17.52
2007,Serbia,55-74 years,31.77
2007,Serbia,75+ years,53.77
2007,Seychelles,05-14 years,0
2007,Seychelles,15-24 years,0
2007,Seychelles,25-34 years,12.44
2007,Seychelles,35-54 years,11.7
2007,Seychelles,55-74 years,0
2007,Seychelles,75+ years,34.94
2007,Singapore,05-14 years,0
2007,Singapore,15-24 years,7.15
2007,Singapore,25-34 years,8.38
2007,Singapore,35-54 years,10.1
2007,Singapore,55-74 years,14.76
2007,Singapore,75+ years,38.83
2007,Slovakia,05-14 years,0
2007,Slovakia,15-24 years,0
2007,Slovakia,25-34 years,0
2007,Slovakia,35-54 years,0
2007,Slovakia,55-74 years,0
2007,Slovakia,75+ years,0
2007,Slovenia,05-14 years,0
2007,Slovenia,15-24 years,8.71
2007,Slovenia,25-34 years,16.35
2007,Slovenia,35-54 years,24.82
2007,Slovenia,55-74 years,33.76
2007,Slovenia,75+ years,47.12
2007,South Africa,05-14 years,0.08
2007,South Africa,15-24 years,1.27
2007,South Africa,25-34 years,1.23
2007,South Africa,35-54 years,1.21
2007,South Africa,55-74 years,0.83
2007,South Africa,75+ years,1.4
2007,Spain,05-14 years,0.29
2007,Spain,15-24 years,2.83
2007,Spain,25-34 years,5.61
2007,Spain,35-54 years,8.37
2007,Spain,55-74 years,10.28
2007,Spain,75+ years,18.48
2007,Suriname,05-14 years,5.86
2007,Suriname,15-24 years,24.22
2007,Suriname,25-34 years,38.58
2007,Suriname,35-54 years,33.31
2007,Suriname,55-74 years,27.34
2007,Suriname,75+ years,46.19
2007,Sweden,05-14 years,0.68
2007,Sweden,15-24 years,8.83
2007,Sweden,25-34 years,11.4
2007,Sweden,35-54 years,17.35
2007,Sweden,55-74 years,15.94
2007,Sweden,75+ years,17
2007,Switzerland,05-14 years,0.49
2007,Switzerland,15-24 years,12.23
2007,Switzerland,25-34 years,11.31
2007,Switzerland,35-54 years,17.48
2007,Switzerland,55-74 years,26.59
2007,Switzerland,75+ years,52.66
2007,Thailand,05-14 years,0.27
2007,Thailand,15-24 years,5.1
2007,Thailand,25-34 years,8.81
2007,Thailand,35-54 years,7.76
2007,Thailand,55-74 years,7.82
2007,Thailand,75+ years,8.52
2007,Trinidad and Tobago,05-14 years,0.55
2007,Trinidad and Tobago,15-24 years,9.65
2007,Trinidad and Tobago,25-34 years,20.54
2007,Trinidad and Tobago,35-54 years,10.94
2007,Trinidad and Tobago,55-74 years,9.66
2007,Trinidad and Tobago,75+ years,16.28
2007,Turkmenistan,05-14 years,1.21
2007,Turkmenistan,15-24 years,9.84
2007,Turkmenistan,25-34 years,12.12
2007,Turkmenistan,35-54 years,10.03
2007,Turkmenistan,55-74 years,8.7
2007,Turkmenistan,75+ years,5.14
2007,Ukraine,05-14 years,1.13
2007,Ukraine,15-24 years,15.53
2007,Ukraine,25-34 years,25.32
2007,Ukraine,35-54 years,29.15
2007,Ukraine,55-74 years,25.42
2007,Ukraine,75+ years,28.49
2007,United Arab Emirates,05-14 years,0
2007,United Arab Emirates,15-24 years,2.07
2007,United Arab Emirates,25-34 years,1.83
2007,United Arab Emirates,35-54 years,2.06
2007,United Arab Emirates,55-74 years,2.32
2007,United Arab Emirates,75+ years,0
2007,United Kingdom,05-14 years,0.2
2007,United Kingdom,15-24 years,4.65
2007,United Kingdom,25-34 years,8.64
2007,United Kingdom,35-54 years,9.79
2007,United Kingdom,55-74 years,6.86
2007,United Kingdom,75+ years,6.27
2007,United States,05-14 years,0.46
2007,United States,15-24 years,9.68
2007,United States,25-34 years,13.07
2007,United States,35-54 years,16.75
2007,United States,55-74 years,14.43
2007,United States,75+ years,16.11
2007,Uruguay,05-14 years,1.14
2007,Uruguay,15-24 years,16.35
2007,Uruguay,25-34 years,16.56
2007,Uruguay,35-54 years,21.74
2007,Uruguay,55-74 years,27.87
2007,Uruguay,75+ years,36.25
2008,Albania,05-14 years,1.57
2008,Albania,15-24 years,5.51
2008,Albania,25-34 years,8.44
2008,Albania,35-54 years,7.26
2008,Albania,55-74 years,6.15
2008,Albania,75+ years,6.73
2008,Antigua and Barbuda,05-14 years,0
2008,Antigua and Barbuda,15-24 years,0
2008,Antigua and Barbuda,25-34 years,0
2008,Antigua and Barbuda,35-54 years,0
2008,Antigua and Barbuda,55-74 years,0
2008,Antigua and Barbuda,75+ years,0
2008,Argentina,05-14 years,0.85
2008,Argentina,15-24 years,11.96
2008,Argentina,25-34 years,9.87
2008,Argentina,35-54 years,8.25
2008,Argentina,55-74 years,9.98
2008,Argentina,75+ years,13.3
2008,Armenia,05-14 years,0.48
2008,Armenia,15-24 years,0.64
2008,Armenia,25-34 years,1.19
2008,Armenia,35-54 years,2.31
2008,Armenia,55-74 years,5.01
2008,Armenia,75+ years,5.46
2008,Aruba,05-14 years,0
2008,Aruba,15-24 years,0
2008,Aruba,25-34 years,7.93
2008,Aruba,35-54 years,5.86
2008,Aruba,55-74 years,5.78
2008,Aruba,75+ years,0
2008,Australia,05-14 years,0.4
2008,Australia,15-24 years,9.49
2008,Australia,25-34 years,14.77
2008,Australia,35-54 years,16.38
2008,Australia,55-74 years,11.61
2008,Australia,75+ years,11.09
2008,Austria,05-14 years,0.46
2008,Austria,15-24 years,7.55
2008,Austria,25-34 years,9.61
2008,Austria,35-54 years,17.51
2008,Austria,55-74 years,20.97
2008,Austria,75+ years,41.11
2008,Bahamas,05-14 years,1.76
2008,Bahamas,15-24 years,1.62
2008,Bahamas,25-34 years,1.81
2008,Bahamas,35-54 years,1.02
2008,Bahamas,55-74 years,0
2008,Bahamas,75+ years,0
2008,Bahrain,05-14 years,0
2008,Bahrain,15-24 years,1.74
2008,Bahrain,25-34 years,7.92
2008,Bahrain,35-54 years,4.69
2008,Bahrain,55-74 years,1.66
2008,Bahrain,75+ years,0
2008,Barbados,05-14 years,0
2008,Barbados,15-24 years,0
2008,Barbados,25-34 years,0
2008,Barbados,35-54 years,1.21
2008,Barbados,55-74 years,0
2008,Barbados,75+ years,0
2008,Belarus,05-14 years,0.74
2008,Belarus,15-24 years,17.26
2008,Belarus,25-34 years,30.2
2008,Belarus,35-54 years,39.35
2008,Belarus,55-74 years,34.24
2008,Belarus,75+ years,32.76
2008,Belgium,05-14 years,0.67
2008,Belgium,15-24 years,11.32
2008,Belgium,25-34 years,16.2
2008,Belgium,35-54 years,27.99
2008,Belgium,55-74 years,23.03
2008,Belgium,75+ years,26.54
2008,Belize,05-14 years,0
2008,Belize,15-24 years,3.24
2008,Belize,25-34 years,4.2
2008,Belize,35-54 years,9.88
2008,Belize,55-74 years,0
2008,Belize,75+ years,24.57
2008,Brazil,05-14 years,0.3
2008,Brazil,15-24 years,5.02
2008,Brazil,25-34 years,6.29
2008,Brazil,35-54 years,6.89
2008,Brazil,55-74 years,6.99
2008,Brazil,75+ years,8.37
2008,Bulgaria,05-14 years,0.3
2008,Bulgaria,15-24 years,5.9
2008,Bulgaria,25-34 years,7.12
2008,Bulgaria,35-54 years,11.57
2008,Bulgaria,55-74 years,19.86
2008,Bulgaria,75+ years,34.67
2008,Canada,05-14 years,0.65
2008,Canada,15-24 years,10.13
2008,Canada,25-34 years,11.31
2008,Canada,35-54 years,16.35
2008,Canada,55-74 years,12.85
2008,Canada,75+ years,10.63
2008,Chile,05-14 years,1.14
2008,Chile,15-24 years,15.61
2008,Chile,25-34 years,17.04
2008,Chile,35-54 years,16.4
2008,Chile,55-74 years,15.64
2008,Chile,75+ years,13.86
2008,Colombia,05-14 years,1.09
2008,Colombia,15-24 years,8.14
2008,Colombia,25-34 years,6.83
2008,Colombia,35-54 years,5.23
2008,Colombia,55-74 years,6.06
2008,Colombia,75+ years,7.82
2008,Costa Rica,05-14 years,0.38
2008,Costa Rica,15-24 years,7.44
2008,Costa Rica,25-34 years,6.3
2008,Costa Rica,35-54 years,9.79
2008,Costa Rica,55-74 years,6.93
2008,Costa Rica,75+ years,4.96
2008,Croatia,05-14 years,0.84
2008,Croatia,15-24 years,8.43
