anio,Pais,edad,promedio
2006,Luxembourg,25-34 anios,5.98
2006,Luxembourg,35-54 anios,22.99
2006,Luxembourg,55-74 anios,16.53
2006,Luxembourg,75+ anios,29.48
2006,Malta,05-14 anios,0
2006,Malta,15-24 anios,5.19
2006,Malta,25-34 anios,5.2
2006,Malta,35-54 anios,9.88
2006,Malta,55-74 anios,6.91
2006,Malta,75+ anios,12.86
2006,Mauritius,05-14 anios,0.5
2006,Mauritius,15-24 anios,13.64
2006,Mauritius,25-34 anios,11.84
2006,Mauritius,35-54 anios,12.62
2006,Mauritius,55-74 anios,8.88
2006,Mauritius,75+ anios,28.97
2006,Mexico,05-14 anios,0.75
2006,Mexico,15-24 anios,5.79
2006,Mexico,25-34 anios,5.6
2006,Mexico,35-54 anios,4.97
2006,Mexico,55-74 anios,5
2006,Mexico,75+ anios,6.12
2006,Montenegro,05-14 anios,0
2006,Montenegro,15-24 anios,0
2006,Montenegro,25-34 anios,0
2006,Montenegro,35-54 anios,0
2006,Montenegro,55-74 anios,0
2006,Montenegro,75+ anios,0
2006,Netherlands,05-14 anios,0.2
2006,Netherlands,15-24 anios,6.38
2006,Netherlands,25-34 anios,9.29
2006,Netherlands,35-54 anios,13.59
2006,Netherlands,55-74 anios,11.81
2006,Netherlands,75+ anios,12.95
2006,New Zealand,05-14 anios,1
2006,New Zealand,15-24 anios,19.68
2006,New Zealand,25-34 anios,18.3
2006,New Zealand,35-54 anios,15.62
2006,New Zealand,55-74 anios,13.04
2006,New Zealand,75+ anios,9.33
2006,Norway,05-14 anios,0.16
2006,Norway,15-24 anios,14.82
2006,Norway,25-34 anios,13.54
2006,Norway,35-54 anios,14.83
2006,Norway,55-74 anios,14.26
2006,Norway,75+ anios,11.25
2006,Panama,05-14 anios,0.9
2006,Panama,15-24 anios,6.9
2006,Panama,25-34 anios,8.64
2006,Panama,35-54 anios,5.98
2006,Panama,55-74 anios,9.25
2006,Panama,75+ anios,13.12
2006,Paraguay,05-14 anios,1.01
2006,Paraguay,15-24 anios,7.32
2006,Paraguay,25-34 anios,5.34
2006,Paraguay,35-54 anios,5.83
2006,Paraguay,55-74 anios,5.29
2006,Paraguay,75+ anios,7.14
2006,Philippines,05-14 anios,0.3
2006,Philippines,15-24 anios,3.16
2006,Philippines,25-34 anios,3.47
2006,Philippines,35-54 anios,2.66
2006,Philippines,55-74 anios,3.14
2006,Philippines,75+ anios,4.59
2006,Poland,05-14 anios,1.02
2006,Poland,15-24 anios,10.95
2006,Poland,25-34 anios,13.43
2006,Poland,35-54 anios,23.23
2006,Poland,55-74 anios,20.48
2006,Poland,75+ anios,16.16
2006,Puerto Rico,05-14 anios,0
2006,Puerto Rico,15-24 anios,7.13
2006,Puerto Rico,25-34 anios,7.11
2006,Puerto Rico,35-54 anios,10.57
2006,Puerto Rico,55-74 anios,10.09
2006,Puerto Rico,75+ anios,9.19
2006,Qatar,05-14 anios,0
2006,Qatar,15-24 anios,2.29
2006,Qatar,25-34 anios,3.35
2006,Qatar,35-54 anios,4.24
2006,Qatar,55-74 anios,2.23
2006,Qatar,75+ anios,34.2
2006,Republic of Korea,05-14 anios,0.52
2006,Republic of Korea,15-24 anios,9.26
2006,Republic of Korea,25-34 anios,15.22
2006,Republic of Korea,35-54 anios,24.45
2006,Republic of Korea,55-74 anios,46.72
2006,Republic of Korea,75+ anios,97.25
2006,Romania,05-14 anios,0.83
2006,Romania,15-24 anios,5.66
2006,Romania,25-34 anios,9.57
2006,Romania,35-54 anios,19.09
2006,Romania,55-74 anios,19.59
2006,Romania,75+ anios,16.14
2006,Russian Federation,05-14 anios,1.98
2006,Russian Federation,15-24 anios,25.79
2006,Russian Federation,25-34 anios,39.85
2006,Russian Federation,35-54 anios,37.8
2006,Russian Federation,55-74 anios,32.53
2006,Russian Federation,75+ anios,40.75
2006,Saint Lucia,05-14 anios,0
2006,Saint Lucia,15-24 anios,0
2006,Saint Lucia,25-34 anios,0
2006,Saint Lucia,35-54 anios,2.52
2006,Saint Lucia,55-74 anios,6
2006,Saint Lucia,75+ anios,0
2006,Saint Vincent and Grenadines,05-14 anios,0
2006,Saint Vincent and Grenadines,15-24 anios,4.81
2006,Saint Vincent and Grenadines,25-34 anios,5.75
2006,Saint Vincent and Grenadines,35-54 anios,11.36
2006,Saint Vincent and Grenadines,55-74 anios,0
2006,Saint Vincent and Grenadines,75+ anios,31.99
2006,Serbia,05-14 anios,0.26
2006,Serbia,15-24 anios,6.86
2006,Serbia,25-34 anios,11.6
2006,Serbia,35-54 anios,19.71
2006,Serbia,55-74 anios,31.14
2006,Serbia,75+ anios,65.42
2006,Seychelles,05-14 anios,0
2006,Seychelles,15-24 anios,6.46
2006,Seychelles,25-34 anios,0
2006,Seychelles,35-54 anios,15.94
2006,Seychelles,55-74 anios,12.61
2006,Seychelles,75+ anios,71.53
2006,Singapore,05-14 anios,0.4
2006,Singapore,15-24 anios,3.81
2006,Singapore,25-34 anios,8.75
2006,Singapore,35-54 anios,14.05
2006,Singapore,55-74 anios,18.23
2006,Singapore,75+ anios,28.87
2006,Slovakia,05-14 anios,0
2006,Slovakia,15-24 anios,0
2006,Slovakia,25-34 anios,0
2006,Slovakia,35-54 anios,0
2006,Slovakia,55-74 anios,0
2006,Slovakia,75+ anios,0
2006,Slovenia,05-14 anios,0
2006,Slovenia,15-24 anios,10.8
2006,Slovenia,25-34 anios,17.49
2006,Slovenia,35-54 anios,31.23
2006,Slovenia,55-74 anios,44.99
2006,Slovenia,75+ anios,51.4
2006,South Africa,05-14 anios,0.16
2006,South Africa,15-24 anios,1.25
2006,South Africa,25-34 anios,2.05
2006,South Africa,35-54 anios,1.3
2006,South Africa,55-74 anios,1.14
2006,South Africa,75+ anios,2.34
2006,Spain,05-14 anios,0.12
2006,Spain,15-24 anios,3.74
2006,Spain,25-34 anios,6.02
2006,Spain,35-54 anios,8.24
2006,Spain,55-74 anios,10.55
2006,Spain,75+ anios,17.77
2006,Sri Lanka,05-14 anios,0.8
2006,Sri Lanka,15-24 anios,22.26
2006,Sri Lanka,25-34 anios,24.46
2006,Sri Lanka,35-54 anios,28.49
2006,Sri Lanka,55-74 anios,30.01
2006,Sri Lanka,75+ anios,52.25
2006,Suriname,05-14 anios,0.98
2006,Suriname,15-24 anios,33.44
2006,Suriname,25-34 anios,28.21
2006,Suriname,35-54 anios,34.25
2006,Suriname,55-74 anios,29.97
2006,Suriname,75+ anios,19.15
2006,Sweden,05-14 anios,0.38
2006,Sweden,15-24 anios,10.84
2006,Sweden,25-34 anios,10.42
2006,Sweden,35-54 anios,17.46
2006,Sweden,55-74 anios,18.09
2006,Sweden,75+ anios,20.39
2006,Switzerland,05-14 anios,0.61
2006,Switzerland,15-24 anios,9.79
2006,Switzerland,25-34 anios,13.08
2006,Switzerland,35-54 anios,17.58
2006,Switzerland,55-74 anios,26.87
2006,Switzerland,75+ anios,46.56
2006,Thailand,05-14 anios,0.28
2006,Thailand,15-24 anios,4.58
2006,Thailand,25-34 anios,8.31
2006,Thailand,35-54 anios,7.29
2006,Thailand,55-74 anios,6.93
2006,Thailand,75+ anios,6.14
2006,Trinidad and Tobago,05-14 anios,1.08
2006,Trinidad and Tobago,15-24 anios,11.68
2006,Trinidad and Tobago,25-34 anios,14
2006,Trinidad and Tobago,35-54 anios,15.27
2006,Trinidad and Tobago,55-74 anios,13.54
2006,Trinidad and Tobago,75+ anios,8.33
2006,Turkmenistan,05-14 anios,1.57
2006,Turkmenistan,15-24 anios,16.09
2006,Turkmenistan,25-34 anios,16.54
2006,Turkmenistan,35-54 anios,14.59
2006,Turkmenistan,55-74 anios,10.52
2006,Turkmenistan,75+ anios,9.19
2006,Ukraine,05-14 anios,0.91
2006,Ukraine,15-24 anios,12.78
2006,Ukraine,25-34 anios,23.95
2006,Ukraine,35-54 anios,29.45
2006,Ukraine,55-74 anios,27.15
2006,Ukraine,75+ anios,30.24
2006,United Arab Emirates,05-14 anios,0
2006,United Arab Emirates,15-24 anios,0.88
2006,United Arab Emirates,25-34 anios,2.44
2006,United Arab Emirates,35-54 anios,2.3
2006,United Arab Emirates,55-74 anios,2.59
2006,United Arab Emirates,75+ anios,0
2006,United Kingdom,05-14 anios,0.1
2006,United Kingdom,15-24 anios,4.76
2006,United Kingdom,25-34 anios,8.86
2006,United Kingdom,35-54 anios,10.84
2006,United Kingdom,55-74 anios,7.34
2006,United Kingdom,75+ anios,6.12
2006,United States,05-14 anios,0.54
2006,United States,15-24 anios,9.87
2006,United States,25-34 anios,12.33
2006,United States,35-54 anios,16.12
2006,United States,55-74 anios,13.8
2006,United States,75+ anios,15.89
2006,Uruguay,05-14 anios,0.38
2006,Uruguay,15-24 anios,12.45
2006,Uruguay,25-34 anios,16.08
2006,Uruguay,35-54 anios,18.57
2006,Uruguay,55-74 anios,29.91
2006,Uruguay,75+ anios,34.38
2007,Albania,05-14 anios,0.76
2007,Albania,15-24 anios,4.57
2007,Albania,25-34 anios,4.77
2007,Albania,35-54 anios,5.58
2007,Albania,55-74 anios,5.17
2007,Albania,75+ anios,11.03
2007,Antigua and Barbuda,05-14 anios,0
2007,Antigua and Barbuda,15-24 anios,0
2007,Antigua and Barbuda,25-34 anios,0
2007,Antigua and Barbuda,35-54 anios,3.79
2007,Antigua and Barbuda,55-74 anios,0
2007,Antigua and Barbuda,75+ anios,0
2007,Argentina,05-14 anios,1.14
2007,Argentina,15-24 anios,10.83
2007,Argentina,25-34 anios,9.86
2007,Argentina,35-54 anios,8.03
2007,Argentina,55-74 anios,9.72
2007,Argentina,75+ anios,14.25
2007,Armenia,05-14 anios,0.25
2007,Armenia,15-24 anios,1.78
2007,Armenia,25-34 anios,0.97
2007,Armenia,35-54 anios,3.35
2007,Armenia,55-74 anios,4.93
2007,Armenia,75+ anios,6.23
2007,Aruba,05-14 anios,0
2007,Aruba,15-24 anios,7.7
2007,Aruba,25-34 anios,15.65
2007,Aruba,35-54 anios,8.73
2007,Aruba,55-74 anios,12.05
2007,Aruba,75+ anios,0
2007,Australia,05-14 anios,0.44
2007,Australia,15-24 anios,10.15
2007,Australia,25-34 anios,14.7
2007,Australia,35-54 anios,15.09
2007,Australia,55-74 anios,11.16
2007,Australia,75+ anios,11.99
2007,Austria,05-14 anios,0.23
2007,Austria,15-24 anios,10.61
2007,Austria,25-34 anios,11.45
2007,Austria,35-54 anios,16.31
2007,Austria,55-74 anios,22.66
2007,Austria,75+ anios,38.21
2007,Azerbaijan,05-14 anios,0.3
2007,Azerbaijan,15-24 anios,0.45
2007,Azerbaijan,25-34 anios,0.75
2007,Azerbaijan,35-54 anios,0.83
2007,Azerbaijan,55-74 anios,1.07
2007,Azerbaijan,75+ anios,2.07
2007,Bahamas,05-14 anios,0
2007,Bahamas,15-24 anios,1.66
2007,Bahamas,25-34 anios,1.84
2007,Bahamas,35-54 anios,3.17
2007,Bahamas,55-74 anios,0
2007,Bahamas,75+ anios,0
2007,Bahrain,05-14 anios,0
2007,Bahrain,15-24 anios,3.6
2007,Bahrain,25-34 anios,6.43
2007,Bahrain,35-54 anios,4.65
2007,Bahrain,55-74 anios,3.58
2007,Bahrain,75+ anios,0
2007,Barbados,05-14 anios,0
2007,Barbados,15-24 anios,0
2007,Barbados,25-34 anios,0
2007,Barbados,35-54 anios,0
2007,Barbados,55-74 anios,0
2007,Barbados,75+ anios,0
2007,Belarus,05-14 anios,1.23
2007,Belarus,15-24 anios,18.99
2007,Belarus,25-34 anios,32.13
2007,Belarus,35-54 anios,36.43
2007,Belarus,55-74 anios,35.85
2007,Belarus,75+ anios,32.98
2007,Belgium,05-14 anios,0.58
2007,Belgium,15-24 anios,8.78
2007,Belgium,25-34 anios,15.61
2007,Belgium,35-54 anios,26.06
2007,Belgium,55-74 anios,21.89
2007,Belgium,75+ anios,26.69
2007,Belize,05-14 anios,1.34
2007,Belize,15-24 anios,4.98
2007,Belize,25-34 anios,0
2007,Belize,35-54 anios,5.2
2007,Belize,55-74 anios,0
2007,Belize,75+ anios,26.12
2007,Brazil,05-14 anios,0.34
2007,Brazil,15-24 anios,4.63
2007,Brazil,25-34 anios,6.2
2007,Brazil,35-54 anios,6.78
2007,Brazil,55-74 anios,7.18
2007,Brazil,75+ anios,8.41
2007,Bulgaria,05-14 anios,0.73
2007,Bulgaria,15-24 anios,4.74
2007,Bulgaria,25-34 anios,6.13
2007,Bulgaria,35-54 anios,11.16
2007,Bulgaria,55-74 anios,17.92
2007,Bulgaria,75+ anios,39.47
2007,Canada,05-14 anios,0.85
2007,Canada,15-24 anios,10.5
2007,Canada,25-34 anios,11.59
2007,Canada,35-54 anios,16.09
2007,Canada,55-74 anios,11.77
2007,Canada,75+ anios,11.15
2007,Chile,05-14 anios,1.05
2007,Chile,15-24 anios,14.01
2007,Chile,25-34 anios,15.49
2007,Chile,35-54 anios,14.6
2007,Chile,55-74 anios,14.15
2007,Chile,75+ anios,12.3
2007,Colombia,05-14 anios,0.93
2007,Colombia,15-24 anios,8.35
2007,Colombia,25-34 anios,7.16
2007,Colombia,35-54 anios,5.01
2007,Colombia,55-74 anios,5.99
2007,Colombia,75+ anios,7.68
2007,Costa Rica,05-14 anios,0.25
2007,Costa Rica,15-24 anios,8.1
2007,Costa Rica,25-34 anios,9.41
2007,Costa Rica,35-54 anios,8.89
2007,Costa Rica,55-74 anios,6.98
2007,Costa Rica,75+ anios,3.46
2007,Croatia,05-14 anios,0.83
2007,Croatia,15-24 anios,7.94
2007,Croatia,25-34 anios,10.23
2007,Croatia,35-54 anios,18.98
2007,Croatia,55-74 anios,29.67
2007,Croatia,75+ anios,42.45
2007,Cuba,05-14 anios,0.14
2007,Cuba,15-24 anios,3.98
2007,Cuba,25-34 anios,8.09
2007,Cuba,35-54 anios,12.64
2007,Cuba,55-74 anios,22.75
2007,Cuba,75+ anios,42.58
2007,Cyprus,05-14 anios,0
2007,Cyprus,15-24 anios,2.43
2007,Cyprus,25-34 anios,5.21
2007,Cyprus,35-54 anios,1.89
2007,Cyprus,55-74 anios,2.88
2007,Cyprus,75+ anios,4.73
2007,Czech Republic,05-14 anios,0.21
2007,Czech Republic,15-24 anios,8.55
2007,Czech Republic,25-34 anios,11.35
2007,Czech Republic,35-54 anios,18.1
2007,Czech Republic,55-74 anios,17.41
2007,Czech Republic,75+ anios,23.66
2007,Denmark,05-14 anios,0.29
2007,Denmark,15-24 anios,3.36
2007,Denmark,25-34 anios,10.25
2007,Denmark,35-54 anios,13.89
2007,Denmark,55-74 anios,15.03
2007,Denmark,75+ anios,24.07
2007,Ecuador,05-14 anios,2.27
2007,Ecuador,15-24 anios,13.55
2007,Ecuador,25-34 anios,9.37
2007,Ecuador,35-54 anios,7.33
2007,Ecuador,55-74 anios,8.54
2007,Ecuador,75+ anios,6.14
2007,El Salvador,05-14 anios,0.98
2007,El Salvador,15-24 anios,12.98
2007,El Salvador,25-34 anios,15.4
2007,El Salvador,35-54 anios,10.18
2007,El Salvador,55-74 anios,9.67
2007,El Salvador,75+ anios,10.11
2007,Estonia,05-14 anios,0
2007,Estonia,15-24 anios,12.29
2007,Estonia,25-34 anios,21.81
2007,Estonia,35-54 anios,20.66
2007,Estonia,55-74 anios,26.12
2007,Estonia,75+ anios,34.56
2007,Fiji,05-14 anios,0
2007,Fiji,15-24 anios,2.57
2007,Fiji,25-34 anios,3.03
2007,Fiji,35-54 anios,0.98
2007,Fiji,55-74 anios,3.65
2007,Fiji,75+ anios,0
2007,Finland,05-14 anios,0.49
2007,Finland,15-24 anios,18.23
2007,Finland,25-34 anios,19.15
2007,Finland,35-54 anios,26.27
2007,Finland,55-74 anios,23.79
2007,Finland,75+ anios,18.38
2007,France,05-14 anios,0.29
2007,France,15-24 anios,6.47
2007,France,25-34 anios,13.26
2007,France,35-54 anios,24.19
2007,France,55-74 anios,21.17
2007,France,75+ anios,33.51
2007,Georgia,05-14 anios,0
2007,Georgia,15-24 anios,1.1
2007,Georgia,25-34 anios,2.35
2007,Georgia,35-54 anios,2.94
2007,Georgia,55-74 anios,3.82
2007,Georgia,75+ anios,6.14
2007,Germany,05-14 anios,0.3
2007,Germany,15-24 anios,5.84
2007,Germany,25-34 anios,8.24
2007,Germany,35-54 anios,12.73
2007,Germany,55-74 anios,15.88
2007,Germany,75+ anios,25.11
2007,Greece,05-14 anios,0.09
2007,Greece,15-24 anios,1.89
2007,Greece,25-34 anios,3.48
2007,Greece,35-54 anios,3.73
2007,Greece,55-74 anios,3.54
2007,Greece,75+ anios,3.9
2007,Grenada,05-14 anios,0
2007,Grenada,15-24 anios,0
2007,Grenada,25-34 anios,12.59
2007,Grenada,35-54 anios,0
2007,Grenada,55-74 anios,10.61
2007,Grenada,75+ anios,0
2007,Guatemala,05-14 anios,0.27
2007,Guatemala,15-24 anios,4.15
2007,Guatemala,25-34 anios,3.83
2007,Guatemala,35-54 anios,4.09
2007,Guatemala,55-74 anios,3.21
2007,Guatemala,75+ anios,3.63
2007,Guyana,05-14 anios,2.21
2007,Guyana,15-24 anios,31.89
2007,Guyana,25-34 anios,33.85
2007,Guyana,35-54 anios,47.1
2007,Guyana,55-74 anios,24.36
2007,Guyana,75+ anios,44.98
2007,Hungary,05-14 anios,0.19
2007,Hungary,15-24 anios,6.96
2007,Hungary,25-34 anios,13.81
2007,Hungary,35-54 anios,35.54
2007,Hungary,55-74 anios,35.42
2007,Hungary,75+ anios,54.17
2007,Iceland,05-14 anios,0
2007,Iceland,15-24 anios,17.66
2007,Iceland,25-34 anios,17.19
2007,Iceland,35-54 anios,14.89
2007,Iceland,55-74 anios,8.14
2007,Iceland,75+ anios,22.7
2007,Ireland,05-14 anios,1.4
2007,Ireland,15-24 anios,14.36
2007,Ireland,25-34 anios,14.42
2007,Ireland,35-54 anios,14.02
2007,Ireland,55-74 anios,10.87
2007,Ireland,75+ anios,5.29
2007,Israel,05-14 anios,0.23
2007,Israel,15-24 anios,4.77
2007,Israel,25-34 anios,5.66
2007,Israel,35-54 anios,6.73
2007,Israel,55-74 anios,6.44
2007,Israel,75+ anios,10.93
2007,Italy,05-14 anios,0.16
2007,Italy,15-24 anios,3.4
2007,Italy,25-34 anios,5.38
2007,Italy,35-54 anios,6.62
2007,Italy,55-74 anios,8.68
2007,Italy,75+ anios,13.53
2007,Japan,05-14 anios,0.4
2007,Japan,15-24 anios,13.97
2007,Japan,25-34 anios,22.02
2007,Japan,35-54 anios,30.11
2007,Japan,55-74 anios,33.74
2007,Japan,75+ anios,30.78
2007,Kazakhstan,05-14 anios,5.06
2007,Kazakhstan,15-24 anios,27.98
2007,Kazakhstan,25-34 anios,43.62
2007,Kazakhstan,35-54 anios,36.39
2007,Kazakhstan,55-74 anios,27.39
2007,Kazakhstan,75+ anios,31.87
2007,Kuwait,05-14 anios,0
2007,Kuwait,15-24 anios,1.23
2007,Kuwait,25-34 anios,2.97
2007,Kuwait,35-54 anios,1.44
2007,Kuwait,55-74 anios,1.26
2007,Kuwait,75+ anios,0
2007,Kyrgyzstan,05-14 anios,2.87
2007,Kyrgyzstan,15-24 anios,11.79
2007,Kyrgyzstan,25-34 anios,12.84
2007,Kyrgyzstan,35-54 anios,13.69
2007,Kyrgyzstan,55-74 anios,10.7
2007,Kyrgyzstan,75+ anios,10.04
2007,Latvia,05-14 anios,1.47
2007,Latvia,15-24 anios,11.14
2007,Latvia,25-34 anios,21.62
2007,Latvia,35-54 anios,27.42
2007,Latvia,55-74 anios,23.63
2007,Latvia,75+ anios,41.82
2007,Lithuania,05-14 anios,2.19
2007,Lithuania,15-24 anios,23.14
2007,Lithuania,25-34 anios,38.6
2007,Lithuania,35-54 anios,41.36
2007,Lithuania,55-74 anios,40.61
2007,Lithuania,75+ anios,39.27
2007,Luxembourg,05-14 anios,0
2007,Luxembourg,15-24 anios,7.06
2007,Luxembourg,25-34 anios,16.21
2007,Luxembourg,35-54 anios,22.58
2007,Luxembourg,55-74 anios,27.9
2007,Luxembourg,75+ anios,15.93
2007,Maldives,05-14 anios,0
2007,Maldives,15-24 anios,2.29
2007,Maldives,25-34 anios,4.99
2007,Maldives,35-54 anios,0
2007,Maldives,55-74 anios,0
2007,Maldives,75+ anios,0
2007,Malta,05-14 anios,0
2007,Malta,15-24 anios,3.5
2007,Malta,25-34 anios,8.53
2007,Malta,35-54 anios,10.8
2007,Malta,55-74 anios,5.61
2007,Malta,75+ anios,8.28
2007,Mauritius,05-14 anios,0.51
2007,Mauritius,15-24 anios,14.12
2007,Mauritius,25-34 anios,18.03
2007,Mauritius,35-54 anios,13.1
2007,Mauritius,55-74 anios,7.15
2007,Mauritius,75+ anios,12.77
2007,Mexico,05-14 anios,0.58
2007,Mexico,15-24 anios,5.58
2007,Mexico,25-34 anios,5.84
2007,Mexico,35-54 anios,5.1
2007,Mexico,55-74 anios,4.8
2007,Mexico,75+ anios,5.86
2007,Montenegro,05-14 anios,1.19
2007,Montenegro,15-24 anios,5.14
2007,Montenegro,25-34 anios,16.39
2007,Montenegro,35-54 anios,21.57
2007,Montenegro,55-74 anios,35.89
2007,Montenegro,75+ anios,77.08
2007,Netherlands,05-14 anios,0.45
2007,Netherlands,15-24 anios,4.76
2007,Netherlands,25-34 anios,7.96
2007,Netherlands,35-54 anios,12.03
2007,Netherlands,55-74 anios,11.12
2007,Netherlands,75+ anios,10.75
2007,New Zealand,05-14 anios,0.34
2007,New Zealand,15-24 anios,15.18
2007,New Zealand,25-34 anios,17.29
2007,New Zealand,35-54 anios,16.86
2007,New Zealand,55-74 anios,9.64
2007,New Zealand,75+ anios,12.44
2007,Norway,05-14 anios,0.33
2007,Norway,15-24 anios,9.94
2007,Norway,25-34 anios,13.12
2007,Norway,35-54 anios,14.11
2007,Norway,55-74 anios,12.27
2007,Norway,75+ anios,12.36
2007,Panama,05-14 anios,0.3
2007,Panama,15-24 anios,5.86
2007,Panama,25-34 anios,5.88
2007,Panama,35-54 anios,8.63
2007,Panama,55-74 anios,6.62
2007,Panama,75+ anios,7.99
2007,Paraguay,05-14 anios,1.01
2007,Paraguay,15-24 anios,6.18
2007,Paraguay,25-34 anios,6.06
2007,Paraguay,35-54 anios,3.95
2007,Paraguay,55-74 anios,5.27
2007,Paraguay,75+ anios,7.82
2007,Philippines,05-14 anios,0.16
2007,Philippines,15-24 anios,3.37
2007,Philippines,25-34 anios,2.9
2007,Philippines,35-54 anios,2.64
2007,Philippines,55-74 anios,2.57
2007,Philippines,75+ anios,2.41
2007,Poland,05-14 anios,0.75
2007,Poland,15-24 anios,10.9
2007,Poland,25-34 anios,11.93
2007,Poland,35-54 anios,20.27
2007,Poland,55-74 anios,19.4
2007,Poland,75+ anios,14.16
2007,Portugal,05-14 anios,0.18
2007,Portugal,15-24 anios,3.02
2007,Portugal,25-34 anios,5.61
2007,Portugal,35-54 anios,9.41
2007,Portugal,55-74 anios,15.45
2007,Portugal,75+ anios,31.16
2007,Puerto Rico,05-14 anios,0.54
2007,Puerto Rico,15-24 anios,3.77
2007,Puerto Rico,25-34 anios,10.82
2007,Puerto Rico,35-54 anios,11.53
2007,Puerto Rico,55-74 anios,9.52
2007,Puerto Rico,75+ anios,7.63
2007,Qatar,05-14 anios,0.83
2007,Qatar,15-24 anios,3.18
2007,Qatar,25-34 anios,4.46
2007,Qatar,35-54 anios,3.88
2007,Qatar,55-74 anios,6.15
2007,Qatar,75+ anios,0
2007,Republic of Korea,05-14 anios,0.81
2007,Republic of Korea,15-24 anios,13.18
2007,Republic of Korea,25-34 anios,23.38
2007,Republic of Korea,35-54 anios,25.64
2007,Republic of Korea,55-74 anios,47.03
2007,Republic of Korea,75+ anios,103.4
2007,Romania,05-14 anios,0.9
2007,Romania,15-24 anios,5.03
2007,Romania,25-34 anios,8.54
2007,Romania,35-54 anios,16.65
2007,Romania,55-74 anios,17.34
2007,Romania,75+ anios,16.05
2007,Russian Federation,05-14 anios,1.93
2007,Russian Federation,15-24 anios,26.56
2007,Russian Federation,25-34 anios,39.17
2007,Russian Federation,35-54 anios,35.82
2007,Russian Federation,55-74 anios,30.54
2007,Russian Federation,75+ anios,39.06
2007,Saint Vincent and Grenadines,05-14 anios,0
2007,Saint Vincent and Grenadines,15-24 anios,14.53
2007,Saint Vincent and Grenadines,25-34 anios,22.87
2007,Saint Vincent and Grenadines,35-54 anios,14.92
2007,Saint Vincent and Grenadines,55-74 anios,0
2007,Saint Vincent and Grenadines,75+ anios,0
2007,Serbia,05-14 anios,0
2007,Serbia,15-24 anios,7.6
2007,Serbia,25-34 anios,10.76
2007,Serbia,35-54 anios,17.52
2007,Serbia,55-74 anios,31.77
2007,Serbia,75+ anios,53.77
2007,Seychelles,05-14 anios,0
2007,Seychelles,15-24 anios,0
2007,Seychelles,25-34 anios,12.44
2007,Seychelles,35-54 anios,11.7
2007,Seychelles,55-74 anios,0
2007,Seychelles,75+ anios,34.94
2007,Singapore,05-14 anios,0
2007,Singapore,15-24 anios,7.15
2007,Singapore,25-34 anios,8.38
2007,Singapore,35-54 anios,10.1
2007,Singapore,55-74 anios,14.76
2007,Singapore,75+ anios,38.83
2007,Slovakia,05-14 anios,0
2007,Slovakia,15-24 anios,0
2007,Slovakia,25-34 anios,0
2007,Slovakia,35-54 anios,0
2007,Slovakia,55-74 anios,0
2007,Slovakia,75+ anios,0
2007,Slovenia,05-14 anios,0
2007,Slovenia,15-24 anios,8.71
2007,Slovenia,25-34 anios,16.35
2007,Slovenia,35-54 anios,24.82
2007,Slovenia,55-74 anios,33.76
2007,Slovenia,75+ anios,47.12
2007,South Africa,05-14 anios,0.08
2007,South Africa,15-24 anios,1.27
2007,South Africa,25-34 anios,1.23
2007,South Africa,35-54 anios,1.21
2007,South Africa,55-74 anios,0.83
2007,South Africa,75+ anios,1.4
2007,Spain,05-14 anios,0.29
2007,Spain,15-24 anios,2.83
2007,Spain,25-34 anios,5.61
2007,Spain,35-54 anios,8.37
2007,Spain,55-74 anios,10.28
2007,Spain,75+ anios,18.48
2007,Suriname,05-14 anios,5.86
2007,Suriname,15-24 anios,24.22
2007,Suriname,25-34 anios,38.58
2007,Suriname,35-54 anios,33.31
2007,Suriname,55-74 anios,27.34
2007,Suriname,75+ anios,46.19
2007,Sweden,05-14 anios,0.68
2007,Sweden,15-24 anios,8.83
2007,Sweden,25-34 anios,11.4
2007,Sweden,35-54 anios,17.35
2007,Sweden,55-74 anios,15.94
2007,Sweden,75+ anios,17
2007,Switzerland,05-14 anios,0.49
2007,Switzerland,15-24 anios,12.23
2007,Switzerland,25-34 anios,11.31
2007,Switzerland,35-54 anios,17.48
2007,Switzerland,55-74 anios,26.59
2007,Switzerland,75+ anios,52.66
2007,Thailand,05-14 anios,0.27
2007,Thailand,15-24 anios,5.1
2007,Thailand,25-34 anios,8.81
2007,Thailand,35-54 anios,7.76
2007,Thailand,55-74 anios,7.82
2007,Thailand,75+ anios,8.52
2007,Trinidad and Tobago,05-14 anios,0.55
2007,Trinidad and Tobago,15-24 anios,9.65
2007,Trinidad and Tobago,25-34 anios,20.54
2007,Trinidad and Tobago,35-54 anios,10.94
2007,Trinidad and Tobago,55-74 anios,9.66
2007,Trinidad and Tobago,75+ anios,16.28
2007,Turkmenistan,05-14 anios,1.21
2007,Turkmenistan,15-24 anios,9.84
2007,Turkmenistan,25-34 anios,12.12
2007,Turkmenistan,35-54 anios,10.03
2007,Turkmenistan,55-74 anios,8.7
2007,Turkmenistan,75+ anios,5.14
2007,Ukraine,05-14 anios,1.13
2007,Ukraine,15-24 anios,15.53
2007,Ukraine,25-34 anios,25.32
2007,Ukraine,35-54 anios,29.15
2007,Ukraine,55-74 anios,25.42
2007,Ukraine,75+ anios,28.49
2007,United Arab Emirates,05-14 anios,0
2007,United Arab Emirates,15-24 anios,2.07
2007,United Arab Emirates,25-34 anios,1.83
2007,United Arab Emirates,35-54 anios,2.06
